8.186703922331568517e-01,7.327971926816944093e-01
7.039281855461959614e-01,4.525253334662574511e-01
7.235223397467028805e-01,2.477239283933045932e-01
8.462290287903306840e-02,7.473088211748301068e-01
7.570912477518287886e-01,2.345690271881062383e-02
1.679547213235159653e-01,4.962812090222090688e-03
1.141857223235062113e-01,6.522509489657949411e-01
5.027827665790044476e-01,2.040470218967546101e-01
8.711228574879904540e-01,2.289698714489024622e-01
3.971957105576962022e-01,7.934167640248498410e-01
9.256937906969952001e-01,3.649824820962819238e-01
6.559002421638119307e-01,2.360356327930757114e-02
7.619422596245575274e-01,3.179324835338503963e-01
6.657389935399887770e-01,8.552893511864331222e-01
8.760253064685830093e-02,9.944353619074437489e-01
4.704917882147142683e-01,7.208130925702473935e-01
1.457093217512418493e-01,8.767617047345810377e-01
4.276578884570902961e-02,5.341970038639531904e-02
7.250708395411162854e-01,7.327086754767261345e-01
8.215477829227261219e-01,9.728240812390698267e-01
3.951201160755973829e-01,6.148184892998530549e-01
3.560098876256082567e-01,6.496638172123676558e-01
8.977114236025702798e-01,5.970966611073413866e-02
5.867617578283812474e-01,2.435889216568062343e-01
3.657864536923239873e-01,3.952174355736604028e-02
8.455517540547784483e-01,5.983835639754817581e-01
5.308870953792935721e-01,3.488325693900936608e-01
7.139226848777753265e-01,6.834827309437887521e-01
3.755106695160215224e-03,2.583901566258858251e-01
6.518953136008777127e-01,3.074517331427714106e-01
9.483635237501306658e-01,6.106155953195533392e-01
2.419703804943217351e-01,5.040381172345042016e-01
4.809748451022737292e-01,8.906269903598267312e-01
8.893166460732239154e-01,9.518545425916872249e-01
2.434379062169034214e-03,4.598041108983669245e-01
2.000457406323279397e-01,6.781754625667253400e-01
7.744283404766744150e-01,5.077291083932954363e-01
8.971677977083022393e-01,5.493300040965720665e-01
8.715290718334042230e-01,6.225386016478807738e-01
7.396290696902918516e-02,6.695212665227819882e-01
1.995458081159652286e-01,3.579138093384851560e-01
2.010205735737035093e-01,6.427966273429518429e-01
2.742042338217557385e-01,7.583694678772771036e-01
7.460358164010461035e-01,7.366970491147318834e-01
2.481493487247546925e-01,6.504937013257970913e-01
5.055367118196013587e-01,6.486774369866039613e-01
1.066605640740067029e-01,5.041271134518395813e-01
2.282090817418397366e-01,9.270859480958453247e-01
6.795761047126754884e-01,6.148858712013373085e-01
2.271067583570519632e-01,9.582174603414934655e-01
1.551205076389199355e-01,5.378604041903073396e-01
7.553587088121638260e-02,5.082388588272280794e-01
3.572034926405535105e-01,2.333281554814833347e-01
3.462421696993890352e-01,4.172785510963983313e-01
7.382524791425925104e-01,6.065805950492511034e-01
6.004908995581114128e-01,4.285636538769059811e-01
1.424617911586880670e-01,6.596764629676157288e-01
1.230486087807696194e-01,6.934843138985197220e-01
5.334405006195387378e-01,7.126957963696027853e-01
7.296708801402306266e-01,7.902078625376808274e-01
7.517707783076184036e-01,7.702751741353752735e-01
6.736582920827189902e-01,2.933888494908735156e-01
5.076892267190865615e-01,3.240795474217561534e-01
1.641414569799506395e-01,9.739093679661436909e-02
7.700808257877572727e-01,3.602309294314361976e-01
7.895448054315810094e-01,2.758543634722963045e-01
8.082446782577790145e-01,3.142707227515261215e-01
9.462298885047908392e-01,5.944757129010448393e-01
1.753839874308463775e-01,6.898984102303322707e-01
8.034872934359260643e-01,6.856692404927988704e-01
7.009831292455924734e-01,1.612528018886568715e-01
5.672020585818241534e-01,1.992414548846705991e-01
5.124664625481641922e-01,5.524970740242266531e-01
4.531158023042473060e-01,9.263814005242269056e-01
1.176469806967934684e-01,5.969455876482869794e-01
6.847765433412721370e-01,1.369517762475285227e-01
3.528335832339511979e-01,7.836029136371973625e-01
4.197795315443991759e-01,3.355067930014256072e-01
8.849131123572954172e-01,4.754802125079059527e-01
5.977805533153798256e-01,1.760873596370460259e-02
4.510386060447622025e-01,8.783411716674205394e-01
1.596691852711970006e-01,8.867842848919021970e-01
3.050552559321081381e-01,8.572009683595539498e-01
6.880315867123417695e-01,9.233840981220269306e-01
6.866713288391083081e-01,8.455588773315197981e-01
5.997178641929299392e-01,9.029323557680637435e-01
2.333426607622407500e-01,7.068479029872711816e-01
9.005403505636436767e-01,9.525088896376523451e-01
6.821185431062454230e-01,9.244553592691023836e-01
4.961316687447682172e-01,4.202292347781390047e-01
9.350882201916478342e-01,7.909911493458853249e-01
2.888698832299719799e-01,9.639003167856539100e-01
6.393315167222231032e-01,2.098564815246932724e-01
6.143325752800276041e-01,1.494416526881681140e-01
2.095155523461001978e-01,6.186308383451435411e-01
7.815595889516693262e-01,9.051350887581884885e-01
6.785546516470277734e-01,7.903974840888894349e-01
8.600953809917577519e-02,2.298493251868685139e-01
5.771678202078485143e-01,9.482492852470736366e-02
8.392918948587483330e-01,2.744965598750654934e-01
